STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :Превосходный
STR_NEWGRF_INSPECT_DUPLICATE                                    :{BLACK}Д
STR_NEWGRF_INSPECT_DUPLICATE_TOOLTIP                            :{BLACK}Дублировать это окно
STR_NEWGRF_INSPECT_SPRITE_DUMP                                  :{BLACK}Ц
STR_NEWGRF_INSPECT_SPRITE_DUMP_TOOLTIP                          :{BLACK}Отображение текущей цепочки спрайтов
STR_NEWGRF_INSPECT_SPRITE_DUMP_UNOPT                            :{BLACK}Г
STR_NEWGRF_INSPECT_SPRITE_DUMP_UNOPT_TOOLTIP                    :{BLACK}Отображение групп спрайтов без применения каких-либо оптимизаций.{}{}Требуется перезагрузка NewGRF если ранее они не были включены (misc_debug 10).
STR_NEWGRF_INSPECT_SPRITE_DUMP_GOTO                             :Прокрутить до номера спрайта
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLEAR                            :Убрать выделение/маркировку
STR_NEWGRF_INSPECT_SPRITE_DUMP_MORE_DETAILS                     :Показать больше деталей
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLICK_TO_HIGHLIGHT               :Нажать, чтобы выделить
STR_NEWGRF_INSPECT_SPRITE_DUMP_CLICK_TO_MARK                    :Нажать, чтобы отметить
STR_NEWGRF_INSPECT_SPRITE_DUMP_OPTIONS                          :{BLACK}Опции и дополнительные команды
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_HIGHLIGHT          :{BLACK}Нажать, чтобы выделить группу спрайтов
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_MARK               :{BLACK}Нажать, чтобы отметить группу спрайтов
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_COLLAPSE           :{BLACK}Shift+клик - свернуть группу спрайтов
STR_NEWGRF_INSPECT_SPRITE_DUMP_PANEL_TOOLTIP_HIGHLIGHT_TEMP     :{BLACK}Ctrl+клик - выделить регистр временного хранения
STR_NEWGRF_INSPECT_CAPTION_OBJECT_AT_SIGNALS                    :Сигналы
STR_NEWGRF_INSPECT_CAPTION_TRACERESTRICT                        :Программа ограничения маршрутизации на {HEX}/{HEX}
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_FEATURE_ID                 :Нереализованная функция ремаппинга идентификатора: название: {2:STRING}, сопоставленная с: {5:HEX} (спрайт {3:NUM})
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_PROPERTY                   :Нереализованная отличительная функция ремаппинга Action 0: {4:HEX}, название: {2:STRING}, сопоставленная с: {5:HEX} (спрайт {3:NUM})
STR_NEWGRF_ERROR_UNIMPLEMETED_MAPPED_ACTION5_TYPE               :Нереализованный тип ремаппинга Action 5: название: {2:STRING}, сопоставленный с: {4:HEX} (спрайт {3:NUM})

STR_NEWGRF_TOO_MANY_STRINGS                                     :{WHITE}Недостаточно идентификаторов строк для всех NewGRF.
STR_NEWGRF_TOO_MANY_STRINGS_DETAIL                              :{WHITE}Некоторые имена и текстовые поля могут отображаться некорректно. Попробуйте использовать меньше модулей NewGRF.

STR_TOWN_VIEW_NOISE_IN_TOWN_NO_LIMIT                            :{BLACK}Предельный уровень шума в городе: {ORANGE}{COMMA}

STR_TOWN_VIEW_CARGO_LAST_PRODUCTION_INTERVAL_MAX                :{BLACK}{CARGO_LIST} последний интервал: {ORANGE}{COMMA}{BLACK}  максимум: {ORANGE}{COMMA}

STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_ALLOW_ROADS                :Разрешено строить дороги
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_ALLOW_LEVEL_CROSSINGS      :Разрешено строить переезды
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TUNNELS                    :Разрешено строить туннели
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_MAX_ROAD_SLOPE             :Ограничение строительства непрерывных наклонных дорог
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TOWN_GROWTH                :Скорость роста города
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_BRIDGES                    :Разрешено строить мосты

STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_DEFAULT                    :По умолчанию ({STRING})
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_STR                        :{STRING}: {PUSH_COLOUR}{YELLOW}{STRING}{POP_COLOUR}
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TEXT                       :{YELLOW}Переопределить следующие настройки для этого конкретного города:{}{STRING}{}{STRING}
STR_LOCAL_AUTHORITY_SETTING_OVERRIDE_TOOLTIP                    :{BLACK}Изменить переопределение настроек

STR_STATION_VIEW_DEPARTURES_BUTTON                              :{BLACK}Отправления
STR_STATION_VIEW_DEPARTURES_TOOLTIP                             :{BLACK}Показать список запланированных отправлений

STR_STATION_VIEW_HISTORY_BUTTON                                 :{BLACK}История
STR_STATION_VIEW_HISTORY_TOOLTIP                                :{BLACK}Показать историю ожидающих грузов

STR_DEPARTURES_CAPTION                                          :{WHITE}{STATION} Информация о путешествиях в прямом эфире
STR_DEPARTURES_CAPTION_WAYPOINT                                 :{WHITE}{WAYPOINT} Информация о путешествиях в прямом эфире
STR_DEPARTURES_PAX                                              :{BLACK}{TINY_FONT}Р
STR_DEPARTURES_FREIGHT                                          :{BLACK}{TINY_FONT}Г
STR_DEPARTURES_DEPARTURES                                       :{BLACK}{TINY_FONT}О
STR_DEPARTURES_ARRIVALS                                         :{BLACK}{TINY_FONT}П
STR_DEPARTURES_VIA_BUTTON                                       :{BLACK}{TINY_FONT}через
STR_DEPARTURES_PAX_TOOLTIP                                      :{BLACK}Показать прибытие/отправление пассажиров
STR_DEPARTURES_FREIGHT_TOOLTIP                                  :{BLACK}Показать прибытие/отправление грузов
STR_DEPARTURES_DEPARTURES_TOOLTIP                               :{BLACK}Показать отправления по расписанию
STR_DEPARTURES_ARRIVALS_TOOLTIP                                 :{BLACK}Показать прибытия по расписанию
STR_DEPARTURES_VIA_TOOLTIP                                      :{BLACK}Показать транспортные средства, которые не останавливаются здесь по расписанию
STR_DEPARTURES_SHOW_TRAINS_TOOLTIP                              :{BLACK}Показать предстоящие поезда в расписании этой станции
STR_DEPARTURES_SHOW_ROAD_VEHICLES_TOOLTIP                       :{BLACK}Показать предстоящие рейсы автотранспорта по расписанию этой станции
STR_DEPARTURES_SHOW_SHIPS_TOOLTIP                               :{BLACK}Показать ближайшие суда в расписании этой станции
STR_DEPARTURES_SHOW_AIRCRAFT_TOOLTIP                            :{BLACK}Показать предстоящие самолеты в расписании этой станции
STR_DEPARTURES_SHOW_TYPE_TOOLTIP_CTRL_SUFFIX                    :{BLACK}{STRING}. Ctrl+клик - показывать эксклюзивно.
STR_DEPARTURES_EMPTY                                            :{ORANGE}В настоящее время на эту станцию не запланировано ни одного транспортного средства.
STR_DEPARTURES_NONE_SELECTED                                    :{ORANGE}Информация о расписании не запрашивалась.
STR_DEPARTURES_TIME                                             :{ORANGE}{STRING}
STR_DEPARTURES_TIME_DEP                                         :{ORANGE}{STRING} {GREEN}{UP_ARROW}
STR_DEPARTURES_TIME_ARR                                         :{ORANGE}{STRING} {RED}{DOWN_ARROW}
STR_DEPARTURES_TIME_BOTH                                        :{ORANGE}{STRING} {RED}{DOWN_ARROW} {ORANGE}{STRING} {GREEN}{UP_ARROW}
STR_DEPARTURES_TERMINUS                                         :{ORANGE}{STATION}{STRING}
STR_DEPARTURES_TERMINUS_VIA_STATION                             :{ORANGE}{STATION}{STRING} через {STRING}
STR_DEPARTURES_TERMINUS_VIA                                     :{ORANGE}{STATION}{STRING} через
STR_DEPARTURES_VIA                                              :{ORANGE}через {STRING}
STR_DEPARTURES_TOC                                              :{ORANGE}{COMPANY}
STR_DEPARTURES_GROUP                                            :{ORANGE}{GROUP}
STR_DEPARTURES_VEH                                              :{ORANGE}{VEHICLE}
STR_DEPARTURES_CALLING_AT                                       :{ORANGE}Вызов по адресу:
STR_DEPARTURES_CALLING_AT_FIRST_STATION                         :{STATION}
STR_DEPARTURES_CALLING_AT_STATION                               :{STRING}, {STATION}
STR_DEPARTURES_CALLING_AT_LAST_STATION                          :{STRING} и {STATION}
STR_DEPARTURES_CALLING_AT_LIST                                  :{ORANGE}{STRING}.
STR_DEPARTURES_CALLING_AT_LIST_SMART_TERMINUS                   :{ORANGE}{STRING}. Эта служба продолжает {STATION}.
