STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_STATION_VIEW_SUPPLY_RATINGS_TITLE_PRODUCTION_INTERVAL       :{BLACK}每生產週期的供應數量與本地評價：

STR_VEHICLE_LIST_AGE                                            :{STRING}，年限：{COMMA} 年（{COMMA}）
STR_VEHICLE_LIST_AGE_RED                                        :{STRING}，年限：{RED}{COMMA} {BLACK}年（{COMMA}）
STR_VEHICLE_LIST_CARGO_LIST                                     :{STRING}，貨物：{CARGO_LIST}
STR_VEHICLE_LIST_RELIABILITY                                    :{STRING}，可靠度：{COMMA}%
STR_VEHICLE_LIST_RELIABILITY_RED                                :{STRING}，可靠度：{RED}{COMMA}%
STR_VEHICLE_LIST_MAX_SPEED                                      :{STRING}，最高速度：{VELOCITY}
STR_VEHICLE_LIST_ENGINE_BUILT                                   :{STRING}，型號：{ENGINE}，製作於：{NUM}
STR_VEHICLE_LIST_VALUE                                          :{STRING}，價格：{CURRENCY_LONG}
STR_VEHICLE_LIST_LENGTH                                         :{STRING}，長度：{DECIMAL} 格
STR_VEHICLE_LIST_TIME_TO_LIVE                                   :{STRING}，服務年限：剩餘 {COMMA} 年
STR_VEHICLE_LIST_TIME_TO_LIVE_RED                               :{STRING}，服務年限：剩餘 {RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIME_TO_LIVE_OVERDUE                           :{STRING}，服務年限：超出 {RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIMETABLE_DELAY_LATE                           :{STRING}，時刻表狀態：晚點 {RED}{STRING}
STR_VEHICLE_LIST_TIMETABLE_DELAY_EARLY                          :{STRING}，時刻表狀態：早點 {STRING}
STR_VEHICLE_LIST_TIMETABLE_DELAY_ON_TIME                        :{STRING}，時刻表狀態：準時
STR_VEHICLE_LIST_ORDER_OCCUPANCY_AVERAGE                        :{STRING}，平均負載率：{COMMA}%

STR_VEHICLE_LIST_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING}（服務年限：{CURRENCY_LONG}）
STR_VEHICLE_LIST_CANCEL_DEPOT_SERVICE                           :取消維護/送往
STR_VEHICLE_LIST_SEND_TRAIN_TO_DEPOT_SELL                       :回廠並賣出
STR_VEHICLE_LIST_SEND_ROAD_VEHICLE_TO_DEPOT_SELL                :回廠並賣出
STR_VEHICLE_LIST_SEND_SHIP_TO_DEPOT_SELL                        :回塢並賣出
STR_VEHICLE_LIST_SEND_AIRCRAFT_TO_HANGAR_SELL                   :回廠並賣出

STR_VEHICLE_LIST_CHANGE_ORDER_STATION                           :轉移調度至其他車站
STR_VEHICLE_LIST_CHANGE_ORDER_WAYPOINT                          :轉移調度至其他號誌站
STR_VEHICLE_LIST_CHANGE_ORDER_TRAIN_DEPOT                       :轉移調度至其他機廠
STR_VEHICLE_LIST_CHANGE_ORDER_ROAD_VEHICLE_DEPOT                :轉移調度至其他車廠
STR_VEHICLE_LIST_CHANGE_ORDER_SHIP_DEPOT                        :轉移調度至其他船塢
STR_VEHICLE_LIST_CHANGE_ORDER_AIRCRAFT_HANGAR                   :轉移調度至其他機棚

STR_GROUP_EXPAND_ALL                                            :{BLACK}展開全部
STR_GROUP_COLLAPSE_ALL                                          :{BLACK}摺疊全部

STR_BUY_VEHICLE_TRAIN_LOCOMOTIVES                               :機車與車箱
STR_BUY_VEHICLE_TRAIN_WAGONS                                    :車廂

STR_PURCHASE_INFO_DESIGNED                                      :{BLACK}設計年份：{GOLD}{NUM}
STR_PURCHASE_INFO_RUNNINGCOST_ORIG_YEAR                         :{BLACK}運行費用：{GOLD}{CURRENCY_LONG}/原初年

STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_BUTTON                        :購買後改裝
STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_TOOLTIP                       :在購買之後自動將選中的車輛改裝為所選的貨物類型

STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_BUTTON                     :{BLACK}購買機車
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_BUTTON                          :{BLACK}購買車廂
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_BUTTON               :{BLACK}購買並改裝機車
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_BUTTON                    :{BLACK}購買並改裝車廂
STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_TOOLTIP                    :{BLACK}購買選定的機車或動車，按住 <Shift> 鍵點擊以顯示所需資金
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_TOOLTIP                         :{BLACK}購買選定的車廂，按住 <Shift> 鍵點擊以顯示所需資金
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_TOOLTIP              :{BLACK}購買並改裝選定的機車或動車，按住 <Shift> 鍵點擊以顯示所需資金
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_TOOLTIP                   :{BLACK}購買並改裝選定的車廂，按住 <Shift> 鍵點擊以顯示所需資金
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_BUTTON                  :{BLACK}重新命名機車
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_BUTTON                       :{BLACK}重新命名車廂
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_TOOLTIP                 :{BLACK}重新命名機車或車廂
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_TOOLTIP                      :{BLACK}重新命名車廂
STR_BUY_VEHICLE_TRAIN_TOGGLE_DUAL_PANE_TOOLTIP                  :{BLACK}切換分開顯示機車與車廂

STR_QUERY_RENAME_TRAIN_TYPE_LOCOMOTIVE_CAPTION                  :{WHITE}重新命名機車類型
STR_QUERY_RENAME_TRAIN_TYPE_WAGON_CAPTION                       :{WHITE}重新命名車廂類型

STR_VEHICLE_VIEW_SEND_TO_DEPOT_TOOLTIP_SHIFT                    :{STRING}。按住 <Shift> 鍵操作以選擇
STR_VEHICLE_VIEW_SEND_TO_DEPOT_MENU                             :{BLACK}取消發送車輛到車廠/機廠。按住 <Ctrl> 鍵點擊以選擇目錄。按住 <Shift> 鍵點擊以選擇車廠/機廠

STR_VEHICLE_VIEW_TRAIN_CENTER_TOOLTIP_EXTRA                     :{STRING}{BLACK}{}按住 <Shift> 鍵點擊以忽略視窗焦點狀態強制切換路徑重疊層

STR_VEHICLE_VIEW_SHOW_ORDERS_TOOLTIP_EXTRA                      :{STRING}{BLACK}{}按住 <Shift> 鍵點擊以顯示時刻表調度任務視窗

STR_VEHICLE_VIEW_ORDER_NUMBER                                   :{COMMA}: {STRING}

STR_VEHICLE_STATUS_LOADING_UNLOADING_ADVANCE                    :{STRING}，{VELOCITY}
STR_VEHICLE_STATUS_BROKEN_DOWN_VEL                              :{RED}損壞 - {STRING}，{LTBLUE} {VELOCITY}
STR_VEHICLE_STATUS_BROKEN_DOWN_VEL_SHORT                        :{RED}損壞 - {STRING}
STR_VEHICLE_STATUS_TRAIN_STUCK_WAIT_RESTRICTION                 :{ORANGE}等待放行（尋路限制）
STR_VEHICLE_STATUS_TRAIN_WAITING_TIMETABLE                      :{ORANGE}等待放行（時刻表）
STR_VEHICLE_STATUS_TRAIN_REVERSING                              :{ORANGE}轉向中，{VELOCITY}
STR_VEHICLE_STATUS_TRAIN_MOVING_DEPOT                           :{ORANGE}正在機廠中移動

STR_VEHICLE_STATUS_TRAIN_STOPPING_VEL_END                       :{RED}正在停止，{VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_STATION_VEL_END                  :{LTBLUE}正前往 {STATION}，{VELOCITY}
STR_VEHICLE_STATUS_NO_ORDERS_VEL_END                            :{LTBLUE}沒有任務 - {VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_WAYPOINT_VEL_END                 :{LTBLUE}正前往 {WAYPOINT}，{VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_VEL_END                    :{ORANGE}正前往 {DEPOT}，{VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_SERVICE_VEL_END            :{LTBLUE}正前往 {DEPOT} 維護，{VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_UNBUNCH_VEL_END            :{LTBLUE}正前往 {DEPOT} 去維護與調節班次，{VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_STATION_VEL_END                 :{LTBLUE}無法前往 {STATION}, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_WAYPOINT_VEL_END                :{LTBLUE}無法前往 {WAYPOINT}, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_DEPOT_VEL_END                   :{ORANGE}無法前往 {DEPOT}, {VELOCITY}
STR_VEHICLE_STATUS_CANNOT_REACH_DEPOT_SERVICE_VEL_END           :{LTBLUE}無法前往 {DEPOT}, {VELOCITY}

STR_VEHICLE_STATUS_HEADING_FOR_STATION_VEL_SHORT                :{LTBLUE}{1:VELOCITY} - {0:STATION}
STR_VEHICLE_STATUS_HEADING_FOR_WAYPOINT_VEL_SHORT               :{LTBLUE}{1:VELOCITY} - {0:WAYPOINT}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_VEL_SHORT                  :{ORANGE}{1:VELOCITY} - {0:DEPOT}

STR_VEHICLE_STATUS_HEADING_FOR_STATION_VEL_SHORT_END            :{LTBLUE}{STATION}，{VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_WAYPOINT_VEL_SHORT_END           :{LTBLUE}{WAYPOINT}，{VELOCITY}
STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_VEL_SHORT_END              :{ORANGE}{DEPOT}，{VELOCITY}

STR_BREAKDOWN_TYPE_CRITICAL                                     :機械故障
STR_BREAKDOWN_TYPE_EM_STOP                                      :緊急停車
STR_BREAKDOWN_TYPE_LOW_SPEED                                    :速度限制至 {VELOCITY}
STR_BREAKDOWN_TYPE_LOW_POWER                                    :功率限制至 {COMMA}%
STR_BREAKDOWN_TYPE_HIT_RV                                       :與車輛相撞
STR_BREAKDOWN_TYPE_BRAKES_OVERHEATED                            :剎車系統過熱
STR_BREAKDOWN_TYPE_DEPOT                                        :正前往 {STATION} 以在機廠維護
STR_BREAKDOWN_TYPE_LANDING                                      :正前往 {STATION} 緊急降落

STR_ERROR_TRAIN_TOO_HEAVY                                       :{WHITE}{VEHICLE} 太重了

STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_SELL_VEL                   :{CREAM}正前往 {DEPOT} 以{PUSH_COLOUR}{RED}出售{POP_COLOUR}列車，{VELOCITY}

STR_VEHICLE_LOAD_THROUGH_ABORTED_INSUFFICIENT_TRACK             :{WHITE}{VEHICLE}：由於 {STATION} 的軌道不符合，無法通行
STR_VEHICLE_LOAD_THROUGH_ABORTED_DEPOT                          :{WHITE}{VEHICLE}：由於 {STATION} 的機廠，無法通行
STR_VEHICLE_LOAD_THROUGH_NOT_ALLOWED_PASSENGERS                 :{WHITE}{VEHICLE}：無法使用通過式裝載裝載乘客

STR_RUNNING                                                     :{LTBLUE}正在運行

STR_NEED_REPAIR                                                 :{ORANGE}車輛需要維護 - 最高速度限制至 {VELOCITY}

STR_CURRENT_STATUS                                              :{BLACK}狀態：{STRING}

STR_ENGINE_PREVIEW_RUNCOST_ORIG_YEAR                            :運行費用：{CURRENCY_LONG}/原初年

STR_VEHICLE_INFO_TRAIN_LENGTH                                   :{BLACK}列車長度{LTBLUE}{DECIMAL}格{STRING}
STR_VEHICLE_INFO_WEIGHT_RATIOS                                  :{STRING} {STRING}
STR_VEHICLE_INFO_POWER_WEIGHT_RATIO                             :{BLACK}功率重量比：{LTBLUE}{POWER_WEIGHT_RATIO}
STR_VEHICLE_INFO_TE_WEIGHT_RATIO                                :{BLACK}最大牽引力重量比：{LTBLUE}{FORCE_WEIGHT_RATIO}
STR_VEHICLE_INFO_FULL_WEIGHT_WITH_RATIOS                        :{BLACK}最大重量：{LTBLUE}{WEIGHT_SHORT} {STRING}
STR_VEHICLE_INFO_MAX_SPEED_LOADED                               :{BLACK}最高速度（滿載）：{LTBLUE}{VELOCITY}

STR_VEHICLE_INFO_AGE_RUNNING_COST_ORIG_YR                       :{BLACK}服務年限：{LTBLUE}{STRING}{BLACK}   運行費用：{LTBLUE}{CURRENCY_LONG}/原初年

STR_VEHICLE_INFO_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING}（服務年限：{CURRENCY_LONG}）

STR_VEHICLE_INFO_GROUP                                          :{BLACK}車輛群組：{LTBLUE}{GROUP}

STR_VEHICLE_AUTO_GROUP_ROUTE                                    :{TOWN}到{TOWN}{STRING}
STR_VEHICLE_AUTO_GROUP_LOCAL_ROUTE                              :{TOWN}本地{STRING}
STR_VEHICLE_AUTO_GROUP_CARGO_LIST                               :（{CARGO_LIST}）

STR_VEHICLE_INFO_SPEED_RESTRICTION                              :{BLACK}限速：{LTBLUE}{VELOCITY}
STR_VEHICLE_INFO_SPEED_ADAPTATION_EXEMPT                        :{BLACK}解除限速
STR_VEHICLE_INFO_SPEED_ADAPTATION_LIMIT                         :{BLACK}速度調整：{LTBLUE}{VELOCITY}
STR_VEHICLE_INFO_SPEED_ADAPTATION_NONE                          :{BLACK}速度調整：{LTBLUE}無

STR_VEHICLE_DETAILS_TRAIN_ENGINE_BUILT_AND_VALUE_AND_SPEED      :{LTBLUE}{ENGINE}{BLACK}   生產年份： {LTBLUE}{NUM}{BLACK} 價值：{LTBLUE}{CURRENCY_LONG} {BLACK}最高速度：{LTBLUE}{VELOCITY}
STR_VEHICLE_DETAILS_TRAIN_WAGON_VALUE_AND_SPEED                 :{LTBLUE}{ENGINE}{BLACK}   價值：{LTBLUE}{CURRENCY_LONG} {BLACK}最高速度{LTBLUE}{VELOCITY}
STR_VEHICLE_DETAILS_TRAIN_TOTAL_WEIGHT                          :{BLACK}總重：{LTBLUE}{WEIGHT_SHORT} {BLACK}（空 (- {LTBLUE}{WEIGHT_SHORT} {BLACK}(已裝載）
STR_VEHICLE_DETAILS_TRAIN_MAX_SPEED                             :{BLACK}最高速度：{LTBLUE}{VELOCITY} {BLACK}（空 (- {LTBLUE}{VELOCITY} {BLACK}(已裝載）

STR_VEHICLE_DETAILS_EXTRA_ACTIONS_TOOLTIP                       :{BLACK}額外車輛操作
STR_VEHICLE_DETAILS_REMOVE_SPEED_RESTRICTION                    :移除限速
STR_VEHICLE_DETAILS_SET_SPEED_RESTRICTION                       :設定限速
STR_VEHICLE_DETAILS_REMOVE_FROM_SLOT                            :從停泊位置中移除：

STR_VEHICLE_DETAILS_PRODUCTION_INTERVALS                        :生產週期

STR_VEHICLE_DETAILS_LAST_SERVICE_PRODUCTION_INTERVALS_AGO       :上次維護：{LTBLUE}{NUM} 生產週期前
STR_VEHICLE_DETAILS_SERVICING_INTERVAL_PRODUCTION_INTERVALS     :{BLACK}維護區間：{LTBLUE}{COMMA}{NBSP}生產週期{BLACK}   {STRING}

STR_VEHICLE_DETAILS_INCREASE_SERVICING_INTERVAL_TOOLTIP_PRODINT :{BLACK}將維護區間增加 5 個生產週期。按住 <Ctrl> 點擊可將維護區間增加 1 個生產週期。
STR_VEHICLE_DETAILS_DECREASE_SERVICING_INTERVAL_TOOLTIP_PRODINT :{BLACK}將維護區間縮短 5 個生產週期。按住 <Ctrl> 點擊可將維護區間縮短 1 個生產週期。

STR_ORDER_DROP_CARGO_TYPE_LOAD                                  :以貨物類型裝載
STR_ORDER_DROP_CARGO_TYPE_UNLOAD                                :以貨物類型卸載

STR_ORDER_REVERSE                                               :{BLACK}轉向
STR_ORDER_REVERSE_TOOLTIP                                       :{BLACK}改變選中調度任務的轉向行為

STR_ORDER_DROP_SELL_DEPOT                                       :賣出車輛

STR_ORDER_CONDITIONAL_VEHICLE_IN_SLOT                           :停泊位置內車輛

STR_ORDER_CONDITIONAL_NEXT_STATION                              :下一站
STR_ORDER_CONDITIONAL_CARGO_TOOLTIP                             :{BLACK}貨物對比車站數據
STR_ORDER_CONDITIONAL_SLOT_TOOLTIP                              :{BLACK}檢查的停泊位置
STR_ORDER_CONDITIONAL_COUNTER_TOOLTIP                           :{BLACK}檢查的計數器值
STR_ORDER_CONDITIONAL_TIME_DATE_TOOLTIP                         :{BLACK}檢查的時間資訊
STR_ORDER_CONDITIONAL_TIMETABLE_TOOLTIP                         :{BLACK}檢查的時刻表項
STR_ORDER_CONDITIONAL_SCHED_SELECT_TOOLTIP                      :{BLACK}使用的調度任務時刻表
STR_ORDER_CONDITIONAL_SCHED_TEST_TOOLTIP                        :{BLACK}測試的調度任務時刻表
STR_ORDER_CONDITIONAL_VIA                                       :{BLACK}經由
STR_ORDER_CONDITIONAL_VIA_TOOLTIP                               :{BLACK}經由某站的貨物總量
STR_ORDER_CONDITIONAL_STATION                                   :{BLACK}車站
STR_ORDER_CONDITIONAL_STATION_TOOLTIP                           :{BLACK}檢查的車站
STR_ORDER_CONDITIONAL_REFIT_MODE                                :{BLACK}改裝
STR_ORDER_CONDITIONAL_REFIT_MODE_TOOLTIP                        :{BLACK}是否使用改裝後的貨物容量

STR_ORDER_CONDITIONAL_COMPARATOR_ACCEPTS                        :接受
STR_ORDER_CONDITIONAL_COMPARATOR_DOES_NOT_ACCEPT                :不接受
STR_ORDER_CONDITIONAL_COMPARATOR_HAS                            :有
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_NO                         :沒有
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_LESS_THAN                  :有{NBSP}<
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_LESS_EQUALS                :有{NBSP}≤
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_MORE_THAN                  :有{NBSP}>
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_MORE_EQUALS                :有{NBSP}≥
STR_ORDER_CONDITIONAL_COMPARATOR_FULLY_OCCUPIED                 :已被完全使用
STR_ORDER_CONDITIONAL_COMPARATOR_NOT_YET_FULLY_OCCUPIED         :未被完全使用
STR_ORDER_CONDITIONAL_COMPARATOR_OCCUPANCY_EMPTY                :為空
STR_ORDER_CONDITIONAL_COMPARATOR_OCCUPANCY_NOT_EMPTY            :不為空
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_IN_SLOT                  :列車在
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_NOT_IN_SLOT              :列車不在
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_IN_ACQUIRE_SLOT          :列車在/使用
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_NOT_IN_ACQUIRE_SLOT      :列車不在/無法使用
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_IN_SLOT                :車輛在
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_NOT_IN_SLOT            :車輛不在
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_IN_ACQUIRE_SLOT        :車輛在/使用
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_NOT_IN_ACQUIRE_SLOT    :車輛不在/無法使用
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_FIRST         :是第一條
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_NOT_FIRST     :不是第一條
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_LAST          :是最後一條
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_NOT_LAST      :不是最後一條

STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_HAS_TAG          :有標簽 #{NUM}
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_HAS_TAG_NAMED    :有標簽 #{NUM}（{STRING}）
